��DatGeracaoConjuntoDados,NumAno,DscClassificacao,DescricaoCategoria,SigAgente,NumCNPJ,NumOrdemIASC,MdaIndicadorQualidade,MdaIndicadorSatisfacao,MdaIndicadorFidelidade,MdaIndicadorValor,MdaIndicadorConfianca,MdaSatisfacaoR2,MdaFidelidadeR2,MdaValorR2,MdaConfiancaR2,MdaPesoQualidadeInformacao,MdaPesoQualidadeAcesso,MdaPesoQualidadeConfiabilidade,MdaPesoSatisfacaoS1,MdaPesoSatisfacaoS2,MdaPesoSatisfacaoS3,MdaPesoFidelidadeV33,MdaPesoFidelidadeV34,MdaPesoFidelidadeV35,MdaPesoFidelidadeV36,MdaPesoValorV28,MdaPesoValorV29,MdaPesoValorV30,MdaPesoValorV31,MdaPesoValorV91,MdaPesoConfiancaV37,MdaPesoConfiancaV38,MdaPesoConfiancaV39,MdaPesoConfiancaV40,MdaMediaQualidadeInformacaoV15,MdaMediaQualidadeInformacaoV16,MdaMediaQualidadeInformacaoV21,MdaMediaQualidadeInformacaoV22,MdaMediaQualidadeInformacaoV23,MdaMediaQualidadeInformacaoV24,MdaMediaQualidadeInformacaoV90,MdaMediaQualidadeAcessoV10,MdaMediaQualidadeAcessoV11,MdaMediaQualidadeAcessoV12,MdaMediaQualidadeAcessoV17,MdaMediaQualidadeAcessoV19,MdaMediaQualidadeConfiabilidadeV8,MdaMediaQualidadeConfiabilidadeV9,MdaMediaQualidadeConfiabilidadeV13,MdaMediaQualidadeConfiabilidadeV14,MdaMediaQualidadeConfiabilidadeV18,MdaMediaQualidadeConfiabilidadeV20,MdaMediaSatisfacaoS1,MdaMediaSatisfacaoS2,MdaMediaSatisfacaoS3,MdaMediaFidelidadeV33,MdaMediaFidelidadeV34,MdaMediaFidelidadeV35,MdaMediaFidelidadeV36,MdaMediaFidelidadeV93,MdaMediaFidelidadeV94,MdaMediaValorV28,MdaMediaValorV29,MdaMediaValorV30,MdaMediaValorV31,MdaMediaValorV91,MdaMediaValorV92,MdaMediaConfiancaV37,MdaMediaConfiancaV38,MdaMediaConfiancaV39,MdaMediaConfiancaV40,MdaMediaQualidadeInformacao,MdaMediaQualidadeAcesso,MdaMediaQualidadeConfiabilidade,MdaMediaQualidade,MdaMediaSatisfacao,MdaMediaFidelidade,MdaMediaValor,MdaMediaConfianca,MdaDsvPadQualidadeInformacaoV15,MdaDsvPadQualidadeInformacaoV16,MdaDsvPadQualidadeInformacaoV21,MdaDsvPadQualidadeInformacaoV22,MdaDsvPadQualidadeInformacaoV23,MdaDsvPadQualidadeInformacaoV24,MdaDsvPadQualidadeInformacaoV90,MdaDsvPadQualidadeAcessoV10,MdaDsvPadQualidadeAcessoV11,MdaDsvPadQualidadeAcessoV12,MdaDsvPadQualidadeAcessoV17,MdaDsvPadQualidadeAcessoV19,MdaDsvPadQualidadeConfiabilidadeV8,MdaDsvPadQualidadeConfiabilidadeV9,MdaDsvPadQualidadeConfiabilidadeV13,MdaDsvPadQualidadeConfiabilidadeV14,MdaDsvPadQualidadeConfiabilidadeV18,MdaDsvPadQualidadeConfiabilidadeV20,MdaDsvPadSatisfacaoS1,MdaDsvPadSatisfacaoS2,MdaDsvPadSatisfacaoS3,MdaDsvPadFidelidadeV33,MdaDsvPadFidelidadeV34,MdaDsvPadFidelidadeV35,MdaDsvPadFidelidadeV36,MdaDsvPadFidelidadeV93,MdaDsvPadFidelidadeV94,MdaDsvPadValorV28,MdaDsvPadValorV29,MdaDsvPadValorV30,MdaDsvPadValorV31,MdaDsvPadValorV91,MdaDsvPadValorV92,MdaDsvPadConfiancaV37,MdaDsvPadConfiancaV38,MdaDsvPadConfiancaV39,MdaDsvPadConfiancaV40,MdaDsvPadQualidadeInformacao,MdaDsvPadQualidadeAcesso,MdaDsvPadQualidadeConfiabilidade,MdaDsvPadQualidade,MdaDsvPadSatisfacao,MdaDsvPadFidelidade,MdaDsvPadValor,MdaDsvPadConfianca,MdaCoeficienteQualidadeValor,MdaCoeficienteQualidadeSatisfacao,MdaCoeficienteValorSatisfacao,MdaCoeficienteQualidadeConfianca,MdaCoeficienteSatisfacaoConfianca,MdaCoeficienteConfiancaFidelidade,MdaCoeficienteSatisfacaoFidelidade,QtdSexoV11,QtdSexoV12,QtdFaixaEtariaV21,QtdFaixaEtariaV22,QtdFaixaEtariaV23,QtdFaixaEtariaV24,QtdFaixaEtariaV25,QtdFaixaEtariaV26,QtdFaixaEtariaV27,QtdFaixaEtariaV28,QtdFaixaEtariaV29,QtdEscolaridadeV31,QtdEscolaridadeV32,QtdEscolaridadeV33,QtdEscolaridadeV34,QtdEscolaridadeV35,QtdEscolaridadeV36,QtdEscolaridadeV37,QtdEscolaridadeV38,QtdEscolaridadeV39,QtdRendaV41,QtdRendaV42,QtdRendaV43,QtdRendaV44,QtdRendaV45,QtdRendaV46,QtdRendaV47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2009,Concession�ria,Sul e Sudeste acima de 30 mil e at� 400 mil unidades consumidoras,Santa Maria,27485069000109,42,51,950000000000003,59,710000000000001,38,49999999999997,37,7,52,75,0,"4,257E+016",0,"1,62E+016",4,33000000000000,0,2712,0,"8,0157283E+016",0,"8,8648992E+016",0,"8,6234678E+016",0,79191601,0,"8,3476756E+016",0,"7,9825753E+016",,0,"8,2139464E+016",0,"8,7280614E+016",0,"6,7638332E+016",,0,"9,8416608E+016",0,"9,8374687E+016",0,"9,628112E+016",,0,"8,0826842E+016",0,"8,5059002E+016",0,87461579,0,"8,4209293E+016",4,659751,5,675109999999997,6,391300000000001,4,1694209999999998,4,1563790000000003,6,1991699999999996,,6,625,7,798120000000004,7,315320000000003,7,2510120000000002,5,5959599999999998,6,5359999999999996,5,6518220000000001,4,2906979999999999,5,5219300000000002,6,385281,3,4433959999999999,6,4979760000000004,6,3719999999999999,6,2520660000000001,,3,150407,3,8943089999999998,6,6548670000000003,,,,4,3629030000000002,4,3455279999999998,4,2991450000000002,,,5,7135680000000004,5,4827589999999997,5,"9,51754E+015",5,8348620000000002,5,485600000000002,6,6041629999999998,5,3048539999999997,5,6525259999999999,6,3740139999999998,4,5665279999999999,4,3358590000000001,5,745736,1,"9,41E+015",1,8999999999999999,1,421,2,266,2,2170000000000001,2,16,,1,839,1,431,1,4630000000000001,1,7949999999999999,1,7050000000000001,2,28,2,1419999999999999,2,1179999999999999,1,7390000000000001,1,6819999999999999,1,8200000000000001,1,5229999999999999,1,3799999999999999,1,3759999999999999,,2,5990000000000002,2,8119999999999998,2,1579999999999999,,,,2,2090000000000001,2,2080000000000002,2,1480000000000001,,,1,468,1,5680000000000001,1,3859999999999999,1,4199999999999999,1,4159999999999999,1,1830000000000001,1,3700000000000001,1,123,1,153,2,16,2,1379999999999999,1,232,0,"2,08E+016",0,5212,0,"2,924E+016",0,"2,844E+016",0,"2,952E+016",0,"2,623E+016",0,"1,999E+016",71,179,0,25,41,38,59,39,44,0,4,0,136,19,21,49,4,19,0,2,36,103,105,5,1,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2009,Concession�ria,Nordeste,Equatorial Piau�,6840748000189,43,58,390000000000001,58,200000000000003,20,890000000000001,36,960000000000001,53,310000000000002,0,"5,434E+016",0,"1,412E+016",0,"1,649E+016",0,"5,6E+016",0,"8,7581937E+016",0,"8,8852736E+016",0,"8,9548715E+016",0,"8,3389011E+016",0,"8,4042858E+016",0,"7,7744121E+016",,0,"7,7515453E+016",0,"8,4816822E+016",0,"8,0926805E+016",,0,"7,4921414E+016",0,"8,5967866E+016",0,"8,5843495E+016",,0,"8,1163561E+016",0,"8,2838681E+016",0,"8,3810691E+016",0,"7,7944096E+016",5,3106799999999996,6,961540000000003,6,7509430000000004,5,65569999999999,4,3447100000000001,7,1661339999999996,,6,2643310000000003,6,7748340000000002,7,14527,8,5911950000000008,6,264899999999999,5,4562499999999998,5,6781249999999996,6,6014759999999999,6,4185299999999996,6,501569999999996,5,913907,6,1812500000000004,6,7899690000000001,5,7009650000000001,,2,"9,05363E+015",2,5266459999999999,3,2268370000000002,,,,5,3,8422710000000002,4,2236419999999999,,,5,"9,37908E+015",5,2483659999999999,6,104762,5,"9,04605E+015",5,7791959999999998,6,"9,60424E+015",6,197409999999998,6,25312,6,2240609999999998,2,886282,4,3553040000000003,5,7989100000000002,2,6739999999999999,2,6930000000000001,2,2989999999999999,2,504,2,3420000000000001,2,129,,2,3439999999999999,2,379,2,3759999999999999,1,6100000000000001,2,3860000000000001,2,165,2,306,2,379,2,3980000000000001,2,359,2,5619999999999998,2,21,1,988,2,105,,2,2090000000000001,1,976,2,472,,,,2,539999999999998,1,837,1,78,,,2,157,2,3039999999999998,2,2549999999999999,2,1419999999999999,1,6599999999999999,1,669,1,6080000000000001,1,4590000000000001,1,7170000000000001,1,798,1,5509999999999999,1,8049999999999999,0,"4,061E+016",0,"5,328E+016",0,"3,152E+016",0,"4,182E+016",0,"3,852E+016",0,216,0,"1,941E+016",105,215,4,18,62,83,74,42,37,0,0,0,88,30,31,95,14,62,0,0,34,128,103,41,9,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2009,Concession�ria,Norte,CEA,5965546000109,44,55,939999999999998,57,630000000000003,20,289999999999999,36,68,47,859999999999999,0,"5,149E+016",0,"2,182E+016",4,62000000000000,0,"4,806E+016",0,"8,596154E+016",0,"8,6392612E+016",0,"8,9946764E+016",0,"8,3419264E+016",0,"8,6848023E+016",0,"8,0318799E+016",,0,"8,9635863E+016",0,"9,4081811E+016",0,92426069,,0,"8,2481059E+016",0,"8,7845105E+016",0,"8,7571231E+016",,0,"7,6152657E+016",0,"7,7172871E+016",0,"7,6625211E+016",0,"6,6175311E+016",4,4530609999999999,6,288069999999996,6,459180000000003,4,4493929999999997,3,6178859999999999,7,1365460000000001,,6,1673470000000004,6,5863639999999997,6,8697670000000004,8,2357720000000008,6,237209,6,3170729999999997,6,823049999999999,5,"9,09524E+015",5,"9,95885E+015",5,757085,5,"9,07258E+015",6,2661290000000003,6,7400000000000002,5,506024,,3,685479999999998,2,6064259999999999,2,8135590000000001,,,,4,6625509999999997,3,"9,67213E+015",4,2957749999999999,,,5,1982759999999999,4,8425529999999997,5,8125,5,3897440000000003,5,288602,6,8192919999999999,5,"9,94855E+015",6,342500000000001,6,1707179999999999,2,8295110000000001,4,3085129999999996,5,3107680000000004,2,6200000000000001,2,6259999999999999,2,659999999999998,2,6379999999999999,2,347,2,4209999999999998,,2,4049999999999998,2,4279999999999999,1,998,2,52,1,8919999999999999,2,2599999999999998,2,407,2,657,2,335,2,2829999999999999,2,6949999999999998,2,2210000000000001,2,149,2,1920000000000002,,1,"9,18E+015",1,6970000000000001,1,8080000000000001,,,,2,4,1,"9,3E+015",1,72,,,1,8979999999999999,1,8899999999999999,2,56,1,7450000000000001,1,6890000000000001,1,516,1,7869999999999999,1,4570000000000001,1,827,1,663,1,629,1,409,0,"2,149E+016",0,"6,314E+016",0,"2,095E+016",0,"3,782E+016",0,"3,709E+016",0,"2,108E+016",0,"2,89E+016",85,165,1,22,73,76,41,20,17,0,0,0,61,23,16,86,22,42,0,0,25,94,89,28,7,6,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2009,Concession�ria,Norte,Amazonas Energia,2341467000120,45,57,219999999999999,57,609999999999999,30,800000000000001,34,100000000000001,53,420000000000002,0,"6,498E+016",0,"3,229E+016",0,1208,0,"6,034E+016",0,"8,4953211E+016",0,"8,9004246E+016",0,"9,1271412E+016",0,87244484,0,"8,6554169E+016",0,"8,3256717E+016",,0,"9,2939089E+016",0,"9,4148209E+016",0,"9,4594134E+016",,0,"9,5032132E+016",0,"9,6251031E+016",0,"9,6504038E+016",,0,"8,5772044E+016",0,"8,9505573E+016",0,"9,102719E+016",0,"8,8204918E+016",5,2797429999999999,6,222220000000002,6,5254240000000001,5,1785709999999998,4,"9,90196E+015",7,3101269999999996,,6,106109,6,1774740000000001,6,8231289999999998,7,984375,5,7292990000000001,5,"9,71875E+015",6,62889999999998,6,3357659999999996,6,1174600000000003,5,7999999999999998,5,7301589999999996,6,4187500000000002,6,46875,5,6446540000000001,,3,6875,3,5281250000000002,4,968749999999998,,,,4,2413790000000002,3,8968750000000001,4,718750000000004,,,5,6990600000000002,5,6581469999999996,5,8996870000000001,5,"9,71154000000001E+015",5,8843800000000002,6,5640770000000002,5,"9,93592E+015",6,1473500000000003,6,1773850000000001,3,7708330000000001,4,700430000000001,5,8070120000000003,2,25,2,4990000000000001,1,"9,87E+015",2,30000000000001,1,8999999999999999,1,7110000000000001,,1,"9,57E+015",2,4289999999999998,2,2360000000000002,2,299999999999998,2,1099999999999999,2,2149999999999999,2,77,2,150000000000001,2,550000000000002,2,2749999999999999,2,1699999999999999,2,830000000000002,1,6890000000000001,1,"9,24E+015",,2,4089999999999998,2,5339999999999998,2,399,,,,1,8640000000000001,1,8720000000000001,1,8500000000000001,,,1,7929999999999999,1,8280000000000001,1,"9,67E+015",1,921,1,417,1,4930000000000001,1,55,1,3160000000000001,1,6279999999999999,2,298,1,786,1,665,0,"3,476E+016",0,"6,171E+016",0,3211,0,"3,999E+016",0,"4,19E+016",0,"3,147E+016",0,"2,901E+016",126,194,1,27,64,65,82,41,40,0,0,0,90,28,9,125,14,54,0,0,25,71,96,70,34,18,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2009,Concession�ria,Nordeste,Energisa Sergipe,13017462000163,46,59,39999999999999,55,579999999999998,17,66,32,390000000000001,53,109999999999999,0,"5,395E+016",0,"1,34E+016",0,124,0,"4,458E+016",0,"8,3587695E+016",0,"8,564606E+016",0,89274756,0,"8,8274071E+016",0,"9,0200535E+016",0,"9,0607931E+016",,0,"8,6391616E+016",0,"9,01625E+016",0,"9,0285583E+016",,0,"9,1563139E+016",0,"9,568439E+016",0,"9,5636091E+016",,0,"8,4525312E+016",0,"8,3893682E+016",0,"7,885207E+016",0,"8,4677892E+016",5,890282,6,2547170000000003,7,4383559999999997,6,564260000000001,6,343749999999998,8,15625,,5,3774189999999997,6,8794789999999999,7,8065569999999997,8,4031249999999993,4,4655740000000002,7,374999999999996,6,3499999999999996,5,3017539999999999,6,70513,4,8687500000000004,4,996855,5,7468750000000002,6,4343750000000002,5,8218750000000004,,2,3781249999999998,2,3687499999999999,3,125000000000002,,,,4,2633229999999998,3,7468750000000002,3,7492160000000001,,,5,6666670000000003,4,"9,62145E+015",6,"9,30818E+015",5,6297470000000001,6,6149639999999996,6,5864310000000001,5,7708950000000003,6,3240970000000001,6,1042,2,5864579999999999,3,"9,19805E+015",5,7973439999999998,2,8149999999999999,2,867,2,4550000000000001,2,5030000000000001,2,782,2,3580000000000001,,2,"9,61E+015",3,2,5009999999999999,2,2570000000000001,2,6859999999999999,2,6899999999999999,3,529999999999999,2,"9,45E+015",2,395,2,8519999999999999,3,739999999999998,2,5600000000000001,2,411,2,548,,2,323,2,4020000000000001,2,746,,,,3,649999999999999,2,734,2,6200000000000001,,,2,1930000000000001,2,5760000000000001,2,5870000000000002,2,1619999999999999,1,6919999999999999,1,7869999999999999,1,8,1,5169999999999999,2,2480000000000002,2,218,2,6429999999999998,1,"9,73E+015",0,"3,522E+016",0,"5,49E+016",0,"3,129E+016",0,"3,443E+016",0,374,0,"2,02E+016",0,"2,022E+016",62,258,4,27,64,83,63,35,44,0,0,0,165,27,27,71,11,19,0,0,40,152,97,24,7,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2009,Concession�ria,Norte,Energisa Rond�nia,5914650000166,47,53,799999999999997,53,49999999999997,32,60000000000002,26,30000000000001,49,810000000000002,0,"5,794E+016",0,2361,9,"66999999999999,9",0,"4,679E+016",0,"8,6425875E+016",0,"8,7557933E+016",0,"9,1265249E+016",0,"7,9418246E+016",0,"8,3708576E+016",0,"8,3056048E+016",,0,72998973,0,"9,0342515E+016",0,"8,6915034E+016",,0,"9,8676001E+016",0,"9,7826011E+016",0,"9,8908122E+016",,0,"8,4757044E+016",0,"8,8788291E+016",0,"8,409501E+016",0,"8,5870527E+016",5,2601630000000004,5,604839999999998,5,6682030000000001,5,2851239999999997,5,128514,6,1133600000000001,,5,6682030000000001,5,"9,36652E+015",6,5,6,"9,2E+015",5,77027,6,279999999999996,5,6774190000000004,6,420559999999996,6,432899999999998,6,880000000000001,5,7449389999999996,5,"9,56E+015",5,"9,04E+015",5,4693880000000004,,2,6040000000000001,4,843369999999997,4,75502,,,,3,3639999999999999,3,3319999999999999,3,3319999999999999,,,5,3855420000000001,5,759999999999996,5,7279999999999998,5,7601630000000004,5,419308,6,1590249999999997,5,937284,5,8385389999999999,5,7764629999999997,3,8144520000000002,3,3426670000000001,5,4874260000000001,1,5620000000000001,1,819,1,5780000000000001,1,5069999999999999,1,593,1,3460000000000001,,1,524,1,8029999999999999,1,8069999999999999,1,1799999999999999,1,917,1,7010000000000001,1,841,1,5269999999999999,1,5149999999999999,1,865,1,921,2,790000000000002,1,494,1,8700000000000001,,2,2130000000000001,2,7000000000000002,2,879,,,,2,1150000000000002,2,1429999999999998,2,1070000000000002,,,1,"9,42E+015",2,1190000000000002,2,73,2,1139999999999999,1,175,1,1899999999999999,1,1499999999999999,1,36,1,488,2,1859999999999999,2,89,1,7709999999999999,0,"3,109E+016",0,"5,553E+016",0,"3,672E+016",0,"3,475E+016",0,"3,868E+016",0,"2,725E+016",0,"2,602E+016",81,169,11,36,44,52,47,29,31,0,0,0,75,59,22,49,16,29,0,0,50,93,77,18,6,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2009,Concession�ria,Norte,Equatorial Par�,4895728000180,48,44,829999999999998,50,890000000000001,20,30000000000001,40,659999999999997,41,740000000000002,0,"3,923E+016",0,1797,0,"1,289E+016",0,4405,0,"8,2059131E+016",0,"8,4601215E+016",0,"8,71806E+016",0,"8,2260903E+016",0,"8,3997131E+016",0,"7,5527616E+016",,0,"8,4184495E+016",0,"8,8375856E+016",0,85243289,,0,7251109,0,"8,4188214E+016",0,"7,4377197E+016",,0,"8,109889E+016",0,83557229,0,"8,0478651E+016",0,77183362,4,7264369999999998,3,6966290000000002,3,6983609999999998,4,7852189999999997,4,7342659999999999,4,5657019999999999,,4,2000000000000002,5,1496440000000003,5,8379750000000001,8,7933330000000005,3,7248679999999998,5,2377779999999996,5,2400000000000002,5,"9,09657E+015",4,"9,97691E+015",4,4654790000000002,5,1747129999999997,5,8950889999999996,5,2572710000000002,5,597315,,3,82589,2,5711110000000001,2,7659090000000002,,,,6,601339999999997,4,3977779999999997,3,5910220000000002,,,4,732558,4,3717649999999999,5,2164010000000003,4,7177619999999996,4,367769,5,5411640000000002,5,1708860000000003,5,266060000000001,5,5832249999999997,2,8065359999999999,4,6829780000000003,4,7596210000000001,2,2290000000000001,2,6309999999999998,1,"9,06E+015",2,117,2,169,2,5459999999999998,,2,173,2,758,2,492,1,5620000000000001,2,910000000000002,1,968,2,2400000000000002,1,97,2,2280000000000002,1,694,2,979999999999999,2,3460000000000001,1,7450000000000001,1,873,,1,865,1,792,2,150000000000001,,,,1,"9,43E+015",1,98,1,"9,12E+015",,,2,1179999999999999,2,1230000000000002,2,2989999999999999,2,880000000000001,1,552,1,643,1,329,1,2749999999999999,1,6060000000000001,1,6240000000000001,1,5,1,738,0,"3,59E+016",0,432,0,"3,191E+016",0,"3,69E+016",0,"3,776E+016",0,"2,557E+016",0,"2,144E+016",175,275,2,41,117,108,74,59,48,0,1,0,122,67,28,173,24,36,0,0,53,215,132,36,10,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2009,Concession�ria,Norte,Energisa Acre,4065033000170,49,54,549999999999997,50,869999999999997,20,629999999999999,24,329999999999998,41,380000000000003,0,"5,663E+016",0,1593,9,"32999999999999,9",0,"4,326E+016",0,"7,9104784E+016",0,"8,0761825E+016",0,"8,6982864E+016",0,"8,0724849E+016",0,"8,2532165E+016",0,"8,0061767E+016",,0,"9,3616707E+016",0,"9,783517E+016",0,"9,7728917E+016",,0,"9,9037355E+016",0,"9,9173467E+016",0,"9,9500866E+016",,0,"8,6700858E+016",0,"8,7625207E+016",0,"8,797697E+016",0,"8,683927E+016",4,4221310000000003,4,875000000000004,6,"9,77778E+015",5,25,4,7932490000000003,9,839999999999996,,5,"9,46429E+015",6,5438599999999996,7,2663760000000002,7,"9,4E+015",5,336449,5,7338709999999997,5,1895160000000002,4,9000000000000004,5,7807019999999998,5,3354840000000001,5,3941910000000002,5,1044179999999999,6,4072579999999997,5,2008729999999996,,3,403229999999999,2,7862900000000002,2,75,,,,3,1983809999999999,3,1693549999999999,3,202429,,,4,8009050000000002,4,3590910000000003,4,8914030000000004,4,8483409999999996,5,7691100000000004,6,6066219999999998,5,3889610000000001,5,921564,5,5708500000000001,2,8588710000000002,3,1900550000000001,4,7249350000000003,2,3860000000000001,2,5179999999999998,1,657,2,3559999999999999,2,2090000000000001,0,748,,2,3490000000000002,2,2480000000000002,1,"9,83E+015",1,7190000000000001,1,8080000000000001,2,254,2,2080000000000002,2,2589999999999999,2,470000000000002,1,6359999999999999,2,8969999999999998,2,464,2,790000000000002,2,2679999999999998,,2,819999999999999,2,649999999999999,2,459999999999998,,,,2,899999999999999,2,49999999999999,2,36,,,2,2200000000000002,2,950000000000002,2,1629999999999998,2,1739999999999999,1,27,1,333,1,3779999999999999,1,93,1,841,1,99,2,28,1,8879999999999999,0,"3,055E+016",0,"5,355E+016",0,"3,844E+016",0,3392,0,"3,732E+016",0,"2,191E+016",0,"2,229E+016",58,192,0,16,70,57,43,37,26,0,1,0,111,19,17,73,15,15,0,0,18,111,86,25,9,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
