��DatGeracaoConjuntoDados,NumAno,DscClassificacao,DescricaoCategoria,SigAgente,NumCNPJ,NumOrdemIASC,MdaIndicadorQualidade,MdaIndicadorSatisfacao,MdaIndicadorFidelidade,MdaIndicadorValor,MdaIndicadorConfianca,MdaSatisfacaoR2,MdaFidelidadeR2,MdaValorR2,MdaConfiancaR2,MdaPesoQualidadeInformacao,MdaPesoQualidadeAcesso,MdaPesoQualidadeConfiabilidade,MdaPesoSatisfacaoS1,MdaPesoSatisfacaoS2,MdaPesoSatisfacaoS3,MdaPesoFidelidadeV33,MdaPesoFidelidadeV34,MdaPesoFidelidadeV35,MdaPesoFidelidadeV36,MdaPesoValorV28,MdaPesoValorV29,MdaPesoValorV30,MdaPesoValorV31,MdaPesoValorV91,MdaPesoConfiancaV37,MdaPesoConfiancaV38,MdaPesoConfiancaV39,MdaPesoConfiancaV40,MdaMediaQualidadeInformacaoV15,MdaMediaQualidadeInformacaoV16,MdaMediaQualidadeInformacaoV21,MdaMediaQualidadeInformacaoV22,MdaMediaQualidadeInformacaoV23,MdaMediaQualidadeInformacaoV24,MdaMediaQualidadeInformacaoV90,MdaMediaQualidadeAcessoV10,MdaMediaQualidadeAcessoV11,MdaMediaQualidadeAcessoV12,MdaMediaQualidadeAcessoV17,MdaMediaQualidadeAcessoV19,MdaMediaQualidadeConfiabilidadeV8,MdaMediaQualidadeConfiabilidadeV9,MdaMediaQualidadeConfiabilidadeV13,MdaMediaQualidadeConfiabilidadeV14,MdaMediaQualidadeConfiabilidadeV18,MdaMediaQualidadeConfiabilidadeV20,MdaMediaSatisfacaoS1,MdaMediaSatisfacaoS2,MdaMediaSatisfacaoS3,MdaMediaFidelidadeV33,MdaMediaFidelidadeV34,MdaMediaFidelidadeV35,MdaMediaFidelidadeV36,MdaMediaFidelidadeV93,MdaMediaFidelidadeV94,MdaMediaValorV28,MdaMediaValorV29,MdaMediaValorV30,MdaMediaValorV31,MdaMediaValorV91,MdaMediaValorV92,MdaMediaConfiancaV37,MdaMediaConfiancaV38,MdaMediaConfiancaV39,MdaMediaConfiancaV40,MdaMediaQualidadeInformacao,MdaMediaQualidadeAcesso,MdaMediaQualidadeConfiabilidade,MdaMediaQualidade,MdaMediaSatisfacao,MdaMediaFidelidade,MdaMediaValor,MdaMediaConfianca,MdaDsvPadQualidadeInformacaoV15,MdaDsvPadQualidadeInformacaoV16,MdaDsvPadQualidadeInformacaoV21,MdaDsvPadQualidadeInformacaoV22,MdaDsvPadQualidadeInformacaoV23,MdaDsvPadQualidadeInformacaoV24,MdaDsvPadQualidadeInformacaoV90,MdaDsvPadQualidadeAcessoV10,MdaDsvPadQualidadeAcessoV11,MdaDsvPadQualidadeAcessoV12,MdaDsvPadQualidadeAcessoV17,MdaDsvPadQualidadeAcessoV19,MdaDsvPadQualidadeConfiabilidadeV8,MdaDsvPadQualidadeConfiabilidadeV9,MdaDsvPadQualidadeConfiabilidadeV13,MdaDsvPadQualidadeConfiabilidadeV14,MdaDsvPadQualidadeConfiabilidadeV18,MdaDsvPadQualidadeConfiabilidadeV20,MdaDsvPadSatisfacaoS1,MdaDsvPadSatisfacaoS2,MdaDsvPadSatisfacaoS3,MdaDsvPadFidelidadeV33,MdaDsvPadFidelidadeV34,MdaDsvPadFidelidadeV35,MdaDsvPadFidelidadeV36,MdaDsvPadFidelidadeV93,MdaDsvPadFidelidadeV94,MdaDsvPadValorV28,MdaDsvPadValorV29,MdaDsvPadValorV30,MdaDsvPadValorV31,MdaDsvPadValorV91,MdaDsvPadValorV92,MdaDsvPadConfiancaV37,MdaDsvPadConfiancaV38,MdaDsvPadConfiancaV39,MdaDsvPadConfiancaV40,MdaDsvPadQualidadeInformacao,MdaDsvPadQualidadeAcesso,MdaDsvPadQualidadeConfiabilidade,MdaDsvPadQualidade,MdaDsvPadSatisfacao,MdaDsvPadFidelidade,MdaDsvPadValor,MdaDsvPadConfianca,MdaCoeficienteQualidadeValor,MdaCoeficienteQualidadeSatisfacao,MdaCoeficienteValorSatisfacao,MdaCoeficienteQualidadeConfianca,MdaCoeficienteSatisfacaoConfianca,MdaCoeficienteConfiancaFidelidade,MdaCoeficienteSatisfacaoFidelidade,QtdSexoV11,QtdSexoV12,QtdFaixaEtariaV21,QtdFaixaEtariaV22,QtdFaixaEtariaV23,QtdFaixaEtariaV24,QtdFaixaEtariaV25,QtdFaixaEtariaV26,QtdFaixaEtariaV27,QtdFaixaEtariaV28,QtdFaixaEtariaV29,QtdEscolaridadeV31,QtdEscolaridadeV32,QtdEscolaridadeV33,QtdEscolaridadeV34,QtdEscolaridadeV35,QtdEscolaridadeV36,QtdEscolaridadeV37,QtdEscolaridadeV38,QtdEscolaridadeV39,QtdRendaV41,QtdRendaV42,QtdRendaV43,QtdRendaV44,QtdRendaV45,QtdRendaV46,QtdRendaV47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Nordeste,Equatorial Maranh�o,6272793000184,43,56,53,909999999999997,38,240000000000002,34,479999999999997,47,210000000000001,0,"6,465E+016",7,74000000000000,5,71000000000000,0,"3,685E+016",0,"8,5495024E+016",0,"8,9630854E+016",0,"9,3462404E+016",0,"7,0414591E+016",0,"8,5513824E+016",0,"8,2819073E+016",,0,"9,7941341E+016",0,"9,8914611E+016",0,"9,8724281E+016",,0,"8,8671282E+016",0,"9,5429519E+016",0,"9,4770439E+016",,0,"7,4936639E+016",0,"8,1555797E+016",0,"7,5231024E+016",0,"7,8887914E+016",5,8244439999999997,5,6547879999999999,5,5092590000000001,5,8355560000000004,5,6525610000000004,6,2111109999999998,,6,1399999999999997,6,3806149999999997,6,7115840000000002,6,8266669999999996,5,7066670000000004,6,1733330000000004,6,7466670000000004,5,8386310000000003,5,7884190000000002,5,7044439999999996,5,6035630000000003,6,4666670000000002,5,5599999999999996,5,6311109999999998,,4,1403119999999998,4,5446429999999998,4,6361610000000004,,,,4,2955560000000004,3,"9,75556E+015",4,511109999999997,,,5,65618,4,"9,64286E+015",5,5055680000000002,4,"9,10314E+015",5,7812869999999998,6,3531060000000004,5,"9,75843E+015",6,367449999999998,5,8859260000000004,4,440372,4,1074070000000003,5,2590870000000001,1,1359999999999999,1,546,1,4359999999999999,1,189999999999999,1,1830000000000001,1,5940000000000001,,1,242,1,363,1,228,1,2290000000000001,1,244,1,3009999999999999,1,321,1,266,1,2569999999999999,1,2849999999999999,1,3109999999999999,1,788,1,202,1,4930000000000001,,2,7010000000000001,2,4649999999999999,2,3530000000000002,,,,1,48,1,4099999999999999,1,413,,,1,391,1,615,1,2130000000000001,1,5980000000000001,0,"9,5E+016",0,996,0,"9,92E+016",0,877,1,181,2,4689999999999999,1,3320000000000001,1,1339999999999999,0,2389,0,"7,049E+016",0,2225,0,"3,086E+016",0,"3,288E+016",0,"1,677E+016",0,1414,133,317,5,28,104,102,79,78,54,0,0,0,184,42,33,146,12,33,0,0,11,188,238,13,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Norte,Energisa Rond�nia,5914650000166,44,49,359999999999999,53,20000000000003,36,130000000000003,39,25,52,109999999999999,0,"4,381E+016",0,1273,0,1217,0,"4,009E+016",0,"8,5599808E+016",0,"9,1231189E+016",0,"8,8522936E+016",0,"7,7074719E+016",0,71891463,0,"7,8005431E+016",,0,"8,1246298E+016",0,"9,2883443E+016",0,"9,187672E+016",,0,"9,2018806E+016",0,"9,4802436E+016",0,"9,4845665E+016",,0,"8,34176E+016",0,"8,3218033E+016",0,"8,080597E+016",0,84128733,4,"9,0566E+015",4,7038219999999997,5,7759739999999997,5,1703469999999996,5,5236590000000003,5,5686900000000001,,5,479495,5,5886290000000001,6,16667,6,968749999999998,5,2492010000000002,5,4000000000000004,5,25,5,4771929999999998,5,3843649999999998,5,1312499999999996,5,4810129999999999,5,53125,6,28302,5,7742950000000004,,3,8589340000000001,4,2884010000000004,4,5611290000000002,,,,4,616352,4,5109719999999998,4,4733539999999996,,,5,4375,5,4901960000000001,6,222930000000003,5,8169490000000001,5,2746919999999999,5,6861730000000001,5,3539700000000003,5,4382789999999996,5,7779489999999996,4,2361550000000001,4,5335590000000003,5,6917350000000004,1,4910000000000001,1,7490000000000001,1,1819999999999999,1,4650000000000001,1,163,1,6120000000000001,,1,5449999999999999,1,486,1,4590000000000001,1,3939999999999999,1,323,1,7230000000000001,1,7130000000000001,1,468,1,292,1,7010000000000001,1,645,2,30000000000001,1,415,1,"9,43E+015",,2,2120000000000002,2,2200000000000002,2,2879999999999998,,,,2,2069999999999999,2,12,1,97,,,1,853,1,893,1,8149999999999999,1,7689999999999999,0,"9,52E+016",1,580000000000001,1,121,0,"9,24E+016",1,361,1,"9,87E+015",1,"9,36E+015",1,5189999999999999,0,"3,489E+016",0,"4,807E+016",0,"3,063E+016",0,"3,373E+016",0,"3,622E+016",0,"2,025E+016",0,"1,975E+016",127,193,1,16,54,84,86,43,36,0,0,0,132,20,19,92,12,45,0,0,20,81,188,23,7,0,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Nordeste,Equatorial Piau�,6840748000189,45,54,829999999999998,52,670000000000002,42,32,34,170000000000002,45,68,0,"5,767E+016",0,27,9,"8999999999999,95",0,"4,046E+016",0,"8,6887787E+016",0,"9,0017416E+016",0,"9,4846095E+016",0,"7,5774239E+016",0,"8,5451742E+016",0,"8,0952864E+016",,0,"9,8186104E+016",0,"9,8390466E+016",0,"9,7630796E+016",,0,"9,0424847E+016",0,94308987,0,"9,4900623E+016",,0,"8,8117791E+016",0,"8,5619883E+016",0,"8,4700322E+016",0,"8,3817531E+016",5,671875,5,"9,75E+015",5,6282050000000003,5,5875000000000004,5,532915,6,3843750000000004,,5,96875,6,3172410000000001,6,6527779999999996,7,1062500000000002,5,5562500000000004,5,"9,5E+015",6,140625,5,6167879999999997,5,6218750000000002,5,4937500000000004,5,34375,6,7093749999999996,5,4000000000000004,5,1937499999999996,,4,5094940000000001,4,7911390000000003,5,126582,,,,4,2781250000000002,3,"9,125E+015",4,437500000000002,,,5,1904760000000003,4,7774289999999997,5,2539179999999996,5,2243589999999998,5,7966449999999998,6,3202540000000003,5,6944650000000001,5,"9,37121E+015",5,7677079999999998,4,8090719999999996,4,78125,5,1115459999999997,1,173,1,3939999999999999,1,1379999999999999,1,216,1,3120000000000001,1,696,,1,254,1,4019999999999999,1,3029999999999999,1,89,1,194,1,4570000000000001,1,665,1,129,1,2509999999999999,1,282,1,3939999999999999,1,5920000000000001,1,202,1,274,,2,7469999999999999,2,5819999999999999,2,335,,,,1,659,1,6759999999999999,1,6339999999999999,,,1,335,1,468,1,2529999999999999,1,488,1,89999999999999,0,"9,17E+016",1,309999999999999,0,"8,93E+016",1,91,2,5059999999999998,1,544,1,1859999999999999,0,3014,0,"6,132E+016",0,2737,0,"3,195E+016",0,"3,554E+016",0,877,9,44000000000000,100,220,0,16,58,68,60,60,58,0,0,0,189,14,14,68,7,28,0,0,24,129,164,2,1,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Norte,Energisa Acre,4065033000170,46,59,780000000000001,50,909999999999997,38,210000000000001,20,489999999999998,49,79999999999998,0,"7,133E+016",0,3755,0,1166,0,7198,0,"9,5117605E+016",0,"9,473478E+016",0,"9,3824578E+016",0,"8,7691198E+016",0,"9,0923799E+016",0,"8,7862601E+016",,0,"9,1391895E+016",0,"9,7055651E+016",0,"9,6633354E+016",,0,"9,9587863E+016",0,99601264,0,"9,9653361E+016",,0,"9,5327321E+016",0,"9,7628804E+016",0,"9,845823E+016",0,"9,8396676E+016",6,3200000000000003,5,2024290000000004,7,3534139999999999,6,6546180000000001,6,5582330000000004,6,7839999999999998,,6,1829270000000003,6,4273860000000003,7,"9,09091E+015",7,1959999999999997,5,"9,7551E+015",6,2720000000000002,6,2919999999999998,6,4149380000000003,6,1174090000000003,5,6159999999999997,4,798387,5,7519999999999998,5,7359999999999998,5,253012,,4,40649999999998,4,5673469999999998,4,7224490000000001,,,,2,8479999999999999,2,8439999999999999,2,8399999999999999,,,5,444,5,3840000000000003,5,4400000000000004,5,4000000000000004,6,4787819999999998,6,7381830000000003,5,"9,18456E+015",6,3784739999999998,5,5803370000000001,4,4312870000000002,2,8439999999999999,5,4169999999999998,1,948,2,4350000000000001,1,599,1,768,1,8839999999999999,1,7789999999999999,,2,49999999999999,2,4889999999999999,2,710000000000002,1,6619999999999999,2,1019999999999999,2,105,2,2170000000000001,2,9999999999999,2,750000000000002,2,2749999999999999,2,4209999999999998,2,2029999999999998,1,956,1,8180000000000001,,2,2490000000000001,2,670000000000002,2,609999999999999,,,,1,992,1,"9,75E+015",1,"9,81E+015",,,1,744,1,8340000000000001,1,7829999999999999,1,786,1,609,1,645,1,804,1,5940000000000001,1,77,2,179999999999998,1,"9,75E+015",1,7410000000000001,0,"3,414E+016",0,"6,403E+016",0,3513,0,"4,236E+016",0,4587,0,"3,323E+016",0,"2,995E+016",66,184,1,11,39,50,48,50,50,0,1,0,102,40,18,61,5,24,0,0,40,93,104,13,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Norte,Equatorial Par�,4895728000180,47,51,350000000000001,48,770000000000003,20,68,24,370000000000001,41,200000000000003,0,"5,967E+016",0,1857,0,1038,0,"5,546E+016",0,"9,3431398E+016",0,93888061,0,9517544,0,"8,3205431E+016",0,"8,5948955E+016",0,"7,7020149E+016",,0,"9,347458E+016",0,"9,5766827E+016",0,"9,4338745E+016",,0,"9,3912043E+016",0,"9,5696053E+016",0,"9,3129099E+016",,0,"8,9179134E+016",0,"9,192742E+016",0,"8,6872374E+016",0,"8,8086588E+016",5,5446429999999998,4,7299110000000004,5,7734379999999996,5,64574,5,760630000000004,5,2917589999999999,,5,338565,5,"9,14607E+015",6,4330360000000004,6,3911110000000004,5,784750000000001,5,"9,82222E+015",5,"9,44444E+015",5,5766590000000003,5,3183860000000003,5,5946550000000004,5,7088039999999998,5,1555559999999998,5,5688890000000004,5,4417039999999997,,2,941573,2,747204,2,8966289999999999,,,,3,148889,3,157778,3,273333,,,4,5982139999999996,4,4103139999999996,5,627800000000001,4,7797749999999999,5,3435920000000001,5,8311590000000004,5,6875280000000004,5,6207599999999998,5,3887159999999996,2,861802,3,193333,4,712771,2,1389999999999998,2,5489999999999999,2,1890000000000001,2,230000000000001,2,3180000000000001,2,2570000000000001,,2,1459999999999999,2,2250000000000001,2,2010000000000001,2,139999999999998,2,2090000000000001,2,1789999999999998,2,1899999999999999,2,4079999999999999,2,2189999999999999,2,2799999999999998,2,3130000000000002,2,5089999999999999,2,2040000000000002,2,3250000000000002,,1,8939999999999999,1,8320000000000001,1,901,,,,1,669,1,6240000000000001,1,716,,,2,3210000000000002,2,3380000000000001,2,1629999999999998,2,3889999999999998,1,796,1,637,1,8380000000000001,1,655,1,925,1,7729999999999999,1,573,2,510000000000002,0,"3,222E+016",0,"6,06E+016",0,"2,975E+016",0,"3,905E+016",0,4027,0,2384,0,"2,272E+016",162,288,0,32,86,102,75,78,77,0,0,0,139,48,55,151,24,33,0,0,74,178,174,20,3,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Norte,Roraima Energia,2341470000144,48,53,409999999999997,46,359999999999999,22,420000000000002,32,670000000000002,52,859999999999999,0,"4,974E+016",0,"2,704E+016",0,"1,869E+016",0,"4,691E+016",0,"8,0053676E+016",0,79608424,0,"8,4282623E+016",0,"8,081008E+016",0,"8,3899927E+016",0,"8,3187249E+016",,0,9172979,0,"8,9827269E+016",0,"9,2288234E+016",,0,"9,1333965E+016",0,"9,3715273E+016",0,"9,386019E+016",,0,"8,4494777E+016",0,"8,5368167E+016",0,"8,0046875E+016",0,"8,1800926E+016",5,2378749999999998,5,2028990000000004,6,5210840000000001,5,3642690000000002,5,6196169999999999,6,"9,07583E+015",,6,117794,6,739255,7,4752190000000001,7,186479999999998,5,869942,3,8044440000000002,4,1576579999999996,5,"9,97183E+015",6,2752809999999997,4,4598209999999998,5,3905880000000002,4,"9,31111E+015",5,5933330000000003,4,"9,819E+015",,3,4401809999999999,2,2774049999999999,3,3186049999999998,,,,4,7228640000000004,3,3232560000000002,3,795337,,,5,6873560000000003,5,5308919999999997,6,872479999999998,5,7435289999999997,5,8088879999999996,6,6441720000000002,5,141629999999999,5,8224070000000001,5,1687820000000002,3,120629999999999,3,947152,5,762257,2,3759999999999999,2,3780000000000001,1,"9,06E+015",2,3479999999999999,2,1360000000000001,1,899,,2,27,2,1640000000000001,1,"9,81E+015",2,512,2,129999999999999,2,6059999999999999,2,556,2,4209999999999998,1,8899999999999999,2,286,2,5870000000000002,2,3340000000000001,1,712,2,600000000000001,,2,4689999999999999,2,149,2,3780000000000001,,,,2,3340000000000001,2,2,1,"9,35E+015",,,2,1120000000000001,2,5150000000000001,2,1400000000000001,2,1880000000000002,1,413,1,4379999999999999,1,5780000000000001,1,202,1,6819999999999999,2,1299999999999999,1,948,1,859,0,"4,323E+016",0,4849,0,3301,0,"3,722E+016",0,"3,751E+016",0,"2,6E+016",0,"3,098E+016",168,282,3,50,98,106,79,71,43,0,0,0,154,40,36,135,38,47,0,0,63,162,209,15,1,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Norte,Amazonas Energia,2341467000120,49,52,310000000000002,45,890000000000001,13,720000000000001,15,199999999999999,40,39999999999999,0,"6,234E+016",0,"1,809E+016",6,"0,001",0,"5,103E+016",0,"8,8208721E+016",0,"9,1802557E+016",0,"8,8846776E+016",0,"8,1344876E+016",0,"8,4442015E+016",0,"8,2840637E+016",,0,"9,6101245E+016",0,"9,7946625E+016",0,"9,7514922E+016",,0,"9,3402608E+016",0,"9,3935197E+016",0,"9,4515853E+016",,0,"8,6405274E+016",0,"9,0213349E+016",0,8850806,0,"8,7615472E+016",5,528302,5,234375,5,7460319999999996,5,6289309999999997,5,90625,6,"9,34375E+015",,5,1789139999999998,5,5974440000000003,6,8530350000000002,8,3125,5,4276730000000004,4,"9,03125E+015",4,4406249999999998,5,6774190000000004,5,"9,55975E+015",4,3937499999999998,4,984375,5,406250000000004,5,34375,5,,2,4281250000000001,2,140625,2,137931,,,,2,4312499999999999,2,4156249999999999,2,2586750000000002,,,4,1500000000000004,4,3812499999999996,4,"9,5E+015",4,"9,30818E+015",5,8297109999999996,6,2176629999999999,5,592119999999996,5,7021949999999997,5,1281249999999998,2,23556,2,3685170000000002,4,6030170000000004,2,274,2,3180000000000001,1,"9,59E+015",2,1850000000000001,2,1429999999999998,1,897,,2,327,2,6459999999999999,2,2250000000000001,1,907,2,28,2,2650000000000001,2,5049999999999999,2,3620000000000001,2,1800000000000002,2,3530000000000002,2,629,2,3250000000000002,2,979999999999999,2,1309999999999998,,2,1899999999999999,1,"9,12E+015",1,"9,3E+015",,,,1,671,1,8069999999999999,1,5629999999999999,,,2,24,1,8580000000000001,1,"9,34E+015",1,8200000000000001,1,5409999999999999,1,667,1,657,1,454,1,8100000000000001,1,954,1,5780000000000001,1,6830000000000001,7,"77999999999999,9",0,"7,469E+016",0,"1,99E+016",0,3518,0,3977,0,"2,428E+016",0,"2,144E+016",91,229,1,8,57,80,69,58,47,0,0,0,104,16,20,118,13,49,0,0,17,127,162,11,2,1,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Norte,Energisa Tocantins,25086034000171,50,52,609999999999999,45,149999999999999,17,120000000000001,22,879999999999999,37,329999999999998,0,"4,567E+016",0,"2,191E+016",4,7000000000000,0,"2,461E+016",0,"8,8020918E+016",0,"9,3455282E+016",0,"9,3830319E+016",0,"8,2117631E+016",0,"8,3492072E+016",0,"7,4807883E+016",,0,"9,0984063E+016",0,"9,0031048E+016",0,"9,4481104E+016",,0,"9,4360367E+016",0,"9,0931802E+016",0,94905982,,0,"6,0941692E+016",0,"6,7503987E+016",0,"6,7081944E+016",0,"7,2412573E+016",5,"9,9375E+015",4,1218750000000002,3,"9,18919E+015",6,656249999999998,5,328125,5,2125000000000004,,5,"9,3125E+015",6,8343749999999996,7,1812500000000004,6,1031250000000004,5,906250000000002,6,4437499999999996,6,5531249999999996,5,8531250000000004,5,7843749999999998,5,1656250000000004,5,203125,4,984375,5,1500000000000004,5,531249999999996,,2,5359479999999999,2,4838710000000002,2,5993590000000002,,,,2,"9,84326E+015",3,750000000000002,3,119122,,,5,8250000000000002,3,366771,5,6281249999999998,2,8781249999999998,5,1067989999999996,6,2281250000000004,5,8338539999999997,5,7229260000000002,5,625,2,5397259999999999,3,594830000000002,4,4245049999999999,1,7629999999999999,2,97,2,1259999999999999,1,7,1,635,1,7829999999999999,,1,5980000000000001,1,5169999999999999,1,3149999999999999,1,696,1,6439999999999999,1,6080000000000001,1,5489999999999999,1,6950000000000001,1,6910000000000001,1,837,1,5489999999999999,2,1190000000000002,1,4239999999999999,2,659999999999998,,1,325,1,3200000000000001,1,2749999999999999,,,,1,377,1,3180000000000001,1,236,,,1,855,1,927,1,766,2,649999999999999,1,900000000000001,1,214,1,268,1,95,1,496,1,2,1,224,1,278,-6,"85000000000000,1",0,"6,756E+016",2,80000000000000,0,"2,99E+016",0,2273,4,90000000000000,0,"4,514E+016",127,193,2,21,64,77,51,47,58,0,0,0,37,67,41,106,27,42,0,0,10,138,167,5,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
